DriverNumber,BroadcastName,Abbreviation,TeamName,GridPosition,Position,Points,Status,Q1,Q2,Q3,Season,Round,EventName,DidFinish,Podium,Win,RecentAvgFinish,RecentAvgGrid,RecentAvgPoints,RecentDNFRate,TeamRecentAvgPoints,TrackHistoryAvgFinish
18,L STROLL,STR,Aston Martin,16.0,14.0,0.0,Lapped,,,,2025,11,Austrian Grand Prix,1,0,0,15.8,15.6,0.0,0.0,1.4,
22,Y TSUNODA,TSU,Red Bull Racing,18.0,16.0,0.0,Lapped,,,,2025,11,Austrian Grand Prix,1,0,0,12.4,15.8,0.4,0.0,7.0,
1,M VERSTAPPEN,VER,Red Bull Racing,7.0,18.0,0.0,Retired,,,,2025,11,Austrian Grand Prix,0,0,0,4.2,2.4,13.6,0.0,6.9,
23,A ALBON,ALB,Williams,13.0,8.0,4.0,Finished,,,,2025,12,British Grand Prix,1,0,0,14.0,9.8,2.4,0.6,1.8,
14,F ALONSO,ALO,Aston Martin,7.0,9.0,2.0,Finished,,,,2025,12,British Grand Prix,1,0,0,10.6,7.6,2.8,0.2,1.4,
12,K ANTONELLI,ANT,Mercedes,10.0,16.0,0.0,Retired,,,,2025,12,British Grand Prix,0,0,0,15.4,9.4,3.0,0.6,6.8,
87,O BEARMAN,BEA,Haas F1 Team,18.0,11.0,0.0,Finished,,,,2025,12,British Grand Prix,1,0,0,13.6,16.2,0.0,0.0,0.9,
5,G BORTOLETO,BOR,Kick Sauber,16.0,18.0,0.0,Retired,,,,2025,12,British Grand Prix,0,0,0,13.2,13.0,0.8,0.0,2.0,
43,F COLAPINTO,COL,Alpine,20.0,20.0,0.0,Did not start,,,,2025,12,British Grand Prix,0,0,0,14.4,15.2,0.0,0.0,0.4,
10,P GASLY,GAS,Alpine,8.0,6.0,8.0,Finished,,,,2025,12,British Grand Prix,1,0,0,13.8,13.0,0.8,0.2,0.4,
6,I HADJAR,HAD,Racing Bulls,12.0,17.0,0.0,Retired,,,,2025,12,British Grand Prix,0,0,0,10.0,9.6,3.2,0.0,2.8,
44,L HAMILTON,HAM,Ferrari,5.0,4.0,12.0,Finished,,,,2025,12,British Grand Prix,1,0,0,5.0,6.6,10.0,0.0,11.6,
27,N HULKENBERG,HUL,Kick Sauber,19.0,3.0,15.0,Finished,,,,2025,12,British Grand Prix,1,1,0,10.0,15.2,3.2,0.0,2.0,
30,L LAWSON,LAW,Racing Bulls,15.0,19.0,0.0,Retired,,,,2025,12,British Grand Prix,0,0,0,11.6,12.4,2.4,0.2,2.6,
16,C LECLERC,LEC,Ferrari,6.0,14.0,0.0,Finished,,,,2025,12,British Grand Prix,1,0,0,3.8,6.0,13.2,0.0,11.6,
4,L NORRIS,NOR,McLaren,3.0,1.0,25.0,Finished,,,,2025,12,British Grand Prix,1,1,1,4.8,3.0,17.2,0.2,17.1,
31,E OCON,OCO,Haas F1 Team,14.0,13.0,0.0,Finished,,,,2025,12,British Grand Prix,1,0,0,12.4,14.6,1.8,0.2,0.9,
81,O PIASTRI,PIA,McLaren,2.0,2.0,18.0,Finished,,,,2025,12,British Grand Prix,1,1,0,2.6,2.2,17.0,0.0,17.8,
63,G RUSSELL,RUS,Mercedes,4.0,10.0,1.0,Finished,,,,2025,12,British Grand Prix,1,0,0,5.6,5.4,10.6,0.0,6.8,
55,C SAINZ,SAI,Williams,9.0,12.0,0.0,Finished,,,,2025,12,British Grand Prix,1,0,0,12.4,13.8,1.2,0.2,1.2,
18,L STROLL,STR,Aston Martin,17.0,7.0,6.0,Finished,,,,2025,12,British Grand Prix,1,0,0,15.4,15.6,0.0,0.0,1.6,
22,Y TSUNODA,TSU,Red Bull Racing,11.0,15.0,0.0,Lapped,,,,2025,12,British Grand Prix,1,0,0,13.6,17.4,0.2,0.0,5.7,
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,5.0,10.0,Finished,,,,2025,12,British Grand Prix,1,0,0,7.0,3.6,11.2,0.2,5.6,
23,A ALBON,ALB,Williams,5.0,6.0,8.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,14.6,11.0,1.2,0.6,0.8,
14,F ALONSO,ALO,Aston Martin,20.0,17.0,0.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,10.2,8.0,3.2,0.2,2.2,
12,K ANTONELLI,ANT,Mercedes,19.0,16.0,0.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,14.8,8.8,3.0,0.6,6.3,
87,O BEARMAN,BEA,Haas F1 Team,12.0,11.0,0.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,12.4,16.0,0.0,0.0,0.9,
5,G BORTOLETO,BOR,Kick Sauber,10.0,9.0,2.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,13.2,13.4,0.8,0.2,3.5,
43,F COLAPINTO,COL,Alpine,15.0,19.0,0.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,15.2,16.0,0.0,0.2,1.2,
10,P GASLY,GAS,Alpine,13.0,10.0,1.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,12.4,12.6,2.4,0.2,1.2,
6,I HADJAR,HAD,Racing Bulls,8.0,20.0,0.0,Lapped,,,,2025,13,Belgian Grand Prix,1,0,0,11.6,10.2,2.8,0.2,2.6,
44,L HAMILTON,HAM,Ferrari,18.0,7.0,6.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,5.0,5.2,10.0,0.0,10.8,
27,N HULKENBERG,HUL,Kick Sauber,14.0,12.0,0.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,8.2,15.6,6.2,0.0,3.7,
30,L LAWSON,LAW,Racing Bulls,9.0,8.0,4.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,12.6,12.4,2.4,0.4,1.8,
16,C LECLERC,LEC,Ferrari,3.0,3.0,15.0,Finished,,,,2025,13,Belgian Grand Prix,1,1,0,5.4,5.0,11.6,0.0,10.4,
4,L NORRIS,NOR,McLaren,1.0,2.0,18.0,Finished,,,,2025,13,Belgian Grand Prix,1,1,0,4.6,2.8,18.6,0.2,18.1,
31,E OCON,OCO,Haas F1 Team,11.0,15.0,0.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,11.0,13.8,1.8,0.0,0.9,
81,O PIASTRI,PIA,McLaren,2.0,1.0,25.0,Finished,,,,2025,13,Belgian Grand Prix,1,1,1,2.4,2.4,17.6,0.0,17.4,
63,G RUSSELL,RUS,Mercedes,6.0,5.0,10.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,6.2,5.6,9.6,0.0,6.3,
55,C SAINZ,SAI,Williams,17.0,18.0,0.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,13.2,14.4,0.4,0.2,1.4,
18,L STROLL,STR,Aston Martin,16.0,14.0,0.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,13.6,15.4,1.2,0.0,2.2,
22,Y TSUNODA,TSU,Red Bull Racing,7.0,13.0,0.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,14.6,15.6,0.0,0.0,4.1,
1,M VERSTAPPEN,VER,Red Bull Racing,4.0,4.0,12.0,Finished,,,,2025,13,Belgian Grand Prix,1,0,0,7.8,3.4,8.2,0.2,4.1,
23,A ALBON,ALB,Williams,19.0,15.0,0.0,Lapped,,,,2025,14,Hungarian Grand Prix,1,0,0,14.0,10.0,2.4,0.6,1.3,
14,F ALONSO,ALO,Aston Martin,5.0,5.0,10.0,Finished,,,,2025,14,Hungarian Grand Prix,1,0,0,9.8,10.8,3.2,0.0,2.2,
12,K ANTONELLI,ANT,Mercedes,15.0,10.0,1.0,Lapped,,,,2025,14,Hungarian Grand Prix,1,0,0,14.4,9.6,3.0,0.6,7.3,
87,O BEARMAN,BEA,Haas F1 Team,11.0,20.0,0.0,Retired,,,,2025,14,Hungarian Grand Prix,0,0,0,12.2,14.4,0.0,0.0,0.3,
5,G BORTOLETO,BOR,Kick Sauber,7.0,6.0,8.0,Finished,,,,2025,14,Hungarian Grand Prix,1,0,0,12.2,12.2,1.2,0.2,3.7,
43,F COLAPINTO,COL,Alpine,14.0,18.0,0.0,Lapped,,,,2025,14,Hungarian Grand Prix,1,0,0,16.4,15.4,0.0,0.2,1.3,
10,P GASLY,GAS,Alpine,16.0,19.0,0.0,Lapped,,,,2025,14,Hungarian Grand Prix,1,0,0,10.4,11.8,2.6,0.0,1.3,
6,I HADJAR,HAD,Racing Bulls,10.0,11.0,0.0,Lapped,,,,2025,14,Hungarian Grand Prix,1,0,0,14.4,10.8,1.2,0.2,1.8,
44,L HAMILTON,HAM,Ferrari,12.0,12.0,0.0,Lapped,,,,2025,14,Hungarian Grand Prix,1,0,0,5.4,7.4,9.2,0.0,10.1,
27,N HULKENBERG,HUL,Kick Sauber,18.0,13.0,0.0,Lapped,,,,2025,14,Hungarian Grand Prix,1,0,0,7.4,15.8,6.2,0.0,4.5,
30,L LAWSON,LAW,Racing Bulls,9.0,8.0,4.0,Finished,,,,2025,14,Hungarian Grand Prix,1,0,0,12.6,12.4,2.4,0.4,1.2,
16,C LECLERC,LEC,Ferrari,1.0,4.0,12.0,Finished,,,,2025,14,Hungarian Grand Prix,1,0,0,5.6,5.2,11.0,0.0,9.3,
4,L NORRIS,NOR,McLaren,3.0,1.0,25.0,Finished,,,,2025,14,Hungarian Grand Prix,1,1,1,4.8,2.8,17.2,0.2,18.4,
31,E OCON,OCO,Haas F1 Team,17.0,16.0,0.0,Lapped,,,,2025,14,Hungarian Grand Prix,1,0,0,12.6,14.4,0.6,0.0,0.3,
81,O PIASTRI,PIA,McLaren,2.0,2.0,18.0,Finished,,,,2025,14,Hungarian Grand Prix,1,1,0,2.0,2.2,19.6,0.0,19.1,
63,G RUSSELL,RUS,Mercedes,4.0,3.0,15.0,Finished,,,,2025,14,Hungarian Grand Prix,1,1,0,5.0,4.0,11.6,0.0,7.4,
55,C SAINZ,SAI,Williams,13.0,14.0,0.0,Lapped,,,,2025,14,Hungarian Grand Prix,1,0,0,14.8,15.6,0.2,0.2,1.3,
18,L STROLL,STR,Aston Martin,6.0,7.0,6.0,Finished,,,,2025,14,Hungarian Grand Prix,1,0,0,13.4,17.0,1.2,0.0,3.2,
22,Y TSUNODA,TSU,Red Bull Racing,20.0,17.0,0.0,Lapped,,,,2025,14,Hungarian Grand Prix,1,0,0,13.8,14.6,0.0,0.0,4.1,
1,M VERSTAPPEN,VER,Red Bull Racing,8.0,9.0,2.0,Finished,,,,2025,14,Hungarian Grand Prix,1,0,0,7.8,3.4,8.2,0.2,4.1,
23,A ALBON,ALB,Williams,15.0,5.0,10.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,13.2,11.6,2.4,0.4,1.3,
14,F ALONSO,ALO,Aston Martin,10.0,8.0,4.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,9.0,9.8,4.8,0.0,3.6,
12,K ANTONELLI,ANT,Mercedes,11.0,16.0,0.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,12.8,11.4,3.2,0.4,7.7,
87,O BEARMAN,BEA,Haas F1 Team,20.0,6.0,8.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,12.8,13.8,0.0,0.2,0.3,
5,G BORTOLETO,BOR,Kick Sauber,13.0,15.0,0.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,11.0,11.2,2.8,0.2,3.5,
43,F COLAPINTO,COL,Alpine,16.0,11.0,0.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,17.0,14.6,0.0,0.2,0.9,
10,P GASLY,GAS,Alpine,14.0,17.0,0.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,12.6,13.4,1.8,0.0,0.9,
6,I HADJAR,HAD,Racing Bulls,4.0,3.0,15.0,Finished,,,,2025,15,Dutch Grand Prix,1,1,0,15.2,11.0,0.0,0.2,1.6,
44,L HAMILTON,HAM,Ferrari,7.0,20.0,0.0,Retired,,,,2025,15,Dutch Grand Prix,0,0,0,6.6,8.8,7.6,0.0,9.0,
27,N HULKENBERG,HUL,Kick Sauber,17.0,14.0,0.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,9.0,16.4,4.2,0.0,3.5,
30,L LAWSON,LAW,Racing Bulls,8.0,12.0,0.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,12.0,11.6,3.2,0.4,3.1,
16,C LECLERC,LEC,Ferrari,6.0,19.0,0.0,Retired,,,,2025,15,Dutch Grand Prix,0,0,0,5.8,4.0,10.4,0.0,8.2,
4,L NORRIS,NOR,McLaren,2.0,18.0,0.0,Retired,,,,2025,15,Dutch Grand Prix,0,0,0,4.6,3.0,18.6,0.2,18.4,
31,E OCON,OCO,Haas F1 Team,18.0,10.0,1.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,12.6,14.6,0.6,0.0,1.1,
81,O PIASTRI,PIA,McLaren,1.0,1.0,25.0,Finished,,,,2025,15,Dutch Grand Prix,1,1,1,2.2,2.4,18.2,0.0,18.4,
63,G RUSSELL,RUS,Mercedes,5.0,4.0,12.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,4.8,4.0,12.2,0.0,6.2,
55,C SAINZ,SAI,Williams,9.0,13.0,0.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,14.8,14.8,0.2,0.2,2.3,
18,L STROLL,STR,Aston Martin,19.0,7.0,6.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,11.8,14.4,2.4,0.0,3.4,
22,Y TSUNODA,TSU,Red Bull Racing,12.0,9.0,2.0,Finished,,,,2025,15,Dutch Grand Prix,1,0,0,14.6,14.8,0.0,0.0,4.2,
1,M VERSTAPPEN,VER,Red Bull Racing,3.0,2.0,18.0,Finished,,,,2025,15,Dutch Grand Prix,1,1,0,7.6,4.4,8.4,0.2,4.4,
23,A ALBON,ALB,Williams,14.0,7.0,6.0,Finished,,,,2025,16,Italian Grand Prix,1,0,0,10.2,12.8,4.4,0.2,2.2,
14,F ALONSO,ALO,Aston Martin,8.0,19.0,0.0,Retired,,,,2025,16,Italian Grand Prix,0,0,0,9.2,10.6,4.4,0.0,4.0,
12,K ANTONELLI,ANT,Mercedes,6.0,9.0,2.0,Finished,,,,2025,16,Italian Grand Prix,1,0,0,15.4,12.8,0.2,0.4,4.9,
87,O BEARMAN,BEA,Haas F1 Team,11.0,12.0,0.0,Finished,,,,2025,16,Italian Grand Prix,1,0,0,11.8,15.2,1.6,0.2,1.0,
5,G BORTOLETO,BOR,Kick Sauber,7.0,8.0,4.0,Finished,,,,2025,16,Italian Grand Prix,1,0,0,11.2,10.8,2.8,0.2,3.1,
43,F COLAPINTO,COL,Alpine,17.0,17.0,0.0,Lapped,,,,2025,16,Italian Grand Prix,1,0,0,16.6,15.8,0.0,0.2,0.9,
10,P GASLY,GAS,Alpine,20.0,16.0,0.0,Lapped,,,,2025,16,Italian Grand Prix,1,0,0,13.0,12.2,1.8,0.0,0.9,
6,I HADJAR,HAD,Racing Bulls,19.0,10.0,1.0,Finished,,,,2025,16,Italian Grand Prix,1,0,0,12.6,9.4,3.0,0.2,3.1,
44,L HAMILTON,HAM,Ferrari,10.0,6.0,8.0,Finished,,,,2025,16,Italian Grand Prix,1,0,0,9.4,9.2,6.0,0.2,7.2,
27,N HULKENBERG,HUL,Kick Sauber,12.0,20.0,0.0,Did not start,,,,2025,16,Italian Grand Prix,0,0,0,10.2,17.6,3.4,0.0,3.1,
30,L LAWSON,LAW,Racing Bulls,18.0,14.0,0.0,Finished,,,,2025,16,Italian Grand Prix,1,0,0,10.6,9.4,3.2,0.2,3.2,
16,C LECLERC,LEC,Ferrari,4.0,4.0,12.0,Finished,,,,2025,16,Italian Grand Prix,1,0,0,8.6,3.6,8.4,0.2,6.8,
4,L NORRIS,NOR,McLaren,2.0,2.0,18.0,Finished,,,,2025,16,Italian Grand Prix,1,1,0,4.6,2.0,18.6,0.2,19.7,
31,E OCON,OCO,Haas F1 Team,15.0,15.0,0.0,Lapped,,,,2025,16,Italian Grand Prix,1,0,0,12.8,15.4,0.4,0.0,1.0,
81,O PIASTRI,PIA,McLaren,3.0,3.0,15.0,Finished,,,,2025,16,Italian Grand Prix,1,1,0,1.6,2.0,20.8,0.0,19.0,
63,G RUSSELL,RUS,Mercedes,5.0,5.0,10.0,Finished,,,,2025,16,Italian Grand Prix,1,0,0,5.4,4.8,9.6,0.0,5.1,
55,C SAINZ,SAI,Williams,13.0,11.0,0.0,Finished,,,,2025,16,Italian Grand Prix,1,0,0,15.4,13.4,0.0,0.2,2.8,
18,L STROLL,STR,Aston Martin,16.0,18.0,0.0,Lapped,,,,2025,16,Italian Grand Prix,1,0,0,9.8,14.8,3.6,0.0,3.4,
22,Y TSUNODA,TSU,Red Bull Racing,9.0,13.0,0.0,Finished,,,,2025,16,Italian Grand Prix,1,0,0,14.0,13.6,0.4,0.0,4.4,
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,25.0,Finished,,,,2025,16,Italian Grand Prix,1,1,1,7.6,4.6,8.4,0.2,4.4,
23,A ALBON,ALB,Williams,19.0,13.0,0.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,8.2,13.2,5.6,0.0,2.8,
14,F ALONSO,ALO,Aston Martin,11.0,15.0,0.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,11.6,10.0,3.2,0.2,3.4,
12,K ANTONELLI,ANT,Mercedes,4.0,4.0,12.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,13.4,12.2,0.6,0.2,5.1,
87,O BEARMAN,BEA,Haas F1 Team,15.0,12.0,0.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,12.0,14.4,1.6,0.2,0.9,
5,G BORTOLETO,BOR,Kick Sauber,13.0,11.0,0.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,11.2,10.6,2.8,0.2,2.9,
43,F COLAPINTO,COL,Alpine,16.0,19.0,0.0,Lapped,,,,2025,17,Azerbaijan Grand Prix,1,0,0,17.0,16.4,0.0,0.2,0.9,
10,P GASLY,GAS,Alpine,18.0,18.0,0.0,Lapped,,,,2025,17,Azerbaijan Grand Prix,1,0,0,13.6,14.2,1.8,0.0,0.9,
6,I HADJAR,HAD,Racing Bulls,8.0,10.0,1.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,12.2,10.6,3.2,0.2,2.4,
44,L HAMILTON,HAM,Ferrari,12.0,8.0,4.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,9.8,10.4,5.2,0.2,6.5,
27,N HULKENBERG,HUL,Kick Sauber,17.0,16.0,0.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,12.4,16.0,3.0,0.2,2.9,
30,L LAWSON,LAW,Racing Bulls,3.0,5.0,10.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,12.2,11.8,1.6,0.2,2.5,
16,C LECLERC,LEC,Ferrari,10.0,9.0,2.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,8.8,4.0,7.8,0.2,5.7,
4,L NORRIS,NOR,McLaren,7.0,7.0,6.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,4.8,2.2,17.2,0.2,18.7,
31,E OCON,OCO,Haas F1 Team,20.0,14.0,0.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,13.8,15.0,0.2,0.0,0.9,
81,O PIASTRI,PIA,McLaren,9.0,20.0,0.0,Retired,,,,2025,17,Azerbaijan Grand Prix,0,0,0,1.8,2.0,20.2,0.0,16.8,
63,G RUSSELL,RUS,Mercedes,5.0,2.0,18.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,1,0,5.4,4.8,9.6,0.0,6.3,
55,C SAINZ,SAI,Williams,2.0,3.0,15.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,1,0,13.6,12.2,0.0,0.0,2.4,
18,L STROLL,STR,Aston Martin,14.0,17.0,0.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,10.6,14.8,3.6,0.0,3.2,
22,Y TSUNODA,TSU,Red Bull Racing,6.0,6.0,8.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,0,0,13.4,11.8,0.4,0.0,6.9,
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,25.0,Finished,,,,2025,17,Azerbaijan Grand Prix,1,1,1,4.2,3.4,13.4,0.0,7.7,
23,A ALBON,ALB,Williams,20.0,14.0,0.0,Lapped,,,,2025,18,Singapore Grand Prix,1,0,0,9.2,14.4,4.8,0.0,3.9,
14,F ALONSO,ALO,Aston Martin,10.0,7.0,6.0,Finished,,,,2025,18,Singapore Grand Prix,1,0,0,12.8,10.8,2.8,0.2,2.6,
12,K ANTONELLI,ANT,Mercedes,4.0,5.0,10.0,Finished,,,,2025,18,Singapore Grand Prix,1,0,0,11.0,11.0,3.0,0.0,8.0,
87,O BEARMAN,BEA,Haas F1 Team,9.0,9.0,2.0,Finished,,,,2025,18,Singapore Grand Prix,1,0,0,12.2,13.8,1.6,0.2,0.9,
5,G BORTOLETO,BOR,Kick Sauber,14.0,17.0,0.0,Lapped,,,,2025,18,Singapore Grand Prix,1,0,0,9.8,10.0,2.8,0.0,1.4,
43,F COLAPINTO,COL,Alpine,16.0,16.0,0.0,Lapped,,,,2025,18,Singapore Grand Prix,1,0,0,16.8,15.6,0.0,0.0,0.1,
10,P GASLY,GAS,Alpine,19.0,19.0,0.0,Lapped,,,,2025,18,Singapore Grand Prix,1,0,0,16.0,16.2,0.2,0.0,0.1,
6,I HADJAR,HAD,Racing Bulls,8.0,11.0,0.0,Lapped,,,,2025,18,Singapore Grand Prix,1,0,0,10.8,9.8,3.4,0.0,3.5,
44,L HAMILTON,HAM,Ferrari,6.0,8.0,4.0,Finished,,,,2025,18,Singapore Grand Prix,1,0,0,10.6,11.8,3.6,0.2,5.9,
27,N HULKENBERG,HUL,Kick Sauber,11.0,20.0,0.0,Lapped,,,,2025,18,Singapore Grand Prix,1,0,0,15.0,15.6,0.0,0.2,1.2,
30,L LAWSON,LAW,Racing Bulls,12.0,15.0,0.0,Lapped,,,,2025,18,Singapore Grand Prix,1,0,0,9.4,9.4,3.6,0.0,3.5,
16,C LECLERC,LEC,Ferrari,7.0,6.0,8.0,Finished,,,,2025,18,Singapore Grand Prix,1,0,0,7.8,4.8,8.2,0.2,5.7,
4,L NORRIS,NOR,McLaren,5.0,3.0,15.0,Finished,,,,2025,18,Singapore Grand Prix,1,1,0,6.0,3.0,13.4,0.2,15.0,
31,E OCON,OCO,Haas F1 Team,17.0,18.0,0.0,Lapped,,,,2025,18,Singapore Grand Prix,1,0,0,14.0,16.2,0.2,0.0,1.1,
81,O PIASTRI,PIA,McLaren,3.0,4.0,12.0,Finished,,,,2025,18,Singapore Grand Prix,1,0,0,5.4,3.4,16.6,0.2,14.7,
63,G RUSSELL,RUS,Mercedes,1.0,1.0,25.0,Finished,,,,2025,18,Singapore Grand Prix,1,1,1,3.8,5.0,13.0,0.0,9.0,
55,C SAINZ,SAI,Williams,18.0,10.0,1.0,Lapped,,,,2025,18,Singapore Grand Prix,1,0,0,11.8,10.8,3.0,0.0,3.1,
18,L STROLL,STR,Aston Martin,15.0,13.0,0.0,Lapped,,,,2025,18,Singapore Grand Prix,1,0,0,12.6,14.2,2.4,0.0,3.2,
22,Y TSUNODA,TSU,Red Bull Racing,13.0,12.0,0.0,Lapped,,,,2025,18,Singapore Grand Prix,1,0,0,11.6,10.8,2.0,0.0,9.2,
1,M VERSTAPPEN,VER,Red Bull Racing,2.0,2.0,18.0,Finished,,,,2025,18,Singapore Grand Prix,1,1,0,3.4,3.4,16.4,0.0,9.2,
23,A ALBON,ALB,Williams,18.0,14.0,0.0,Finished,,,,2025,19,United States Grand Prix,1,0,0,10.8,17.4,3.2,0.0,3.2,
14,F ALONSO,ALO,Aston Martin,10.0,10.0,1.0,Finished,,,,2025,19,United States Grand Prix,1,0,0,10.8,8.8,4.0,0.2,3.2,
12,K ANTONELLI,ANT,Mercedes,7.0,13.0,0.0,Finished,,,,2025,19,United States Grand Prix,1,0,0,8.8,8.0,5.0,0.0,10.5,
87,O BEARMAN,BEA,Haas F1 Team,8.0,9.0,2.0,Finished,,,,2025,19,United States Grand Prix,1,0,0,11.8,13.2,2.0,0.2,1.1,
